formula, size, congruence, reverse, result 
P0.5N2L50.form82, 77, 0, 4, true
P0.5N2L50.form83, 71, 0, 2, true
P0.5N2L50.form84, 74, 396, 7, true
P0.5N2L50.form85, 62, 0, 8, true
P0.5N2L50.form86, 74, 12, 10, true
P0.5N2L50.form87, 74, 0, 8, true
P0.5N2L50.form88, 68, 20, 3, true
P0.5N2L50.form89, 68, 136, 1, true
P0.5N2L50.form90, 71, 70, 4, true
P0.5N2L50.form91, 71, 0, 2, true
P0.5N2L50.form92, 65, 59, 5, true
P0.5N2L50.form93, 59, 0, 4, true
P0.5N2L50.form94, 65, 1, 5, true
P0.5N2L50.form95, 80, 9, 2, true
P0.5N2L50.form96, 68, 306, 9, true
P0.5N2L50.form97, 65, 3, 7, true
P0.5N2L50.form98, 74, 0, 7, true
P0.5N2L50.form99, 65, 0, 2, true
P0.5N2L50.form100, 62, 0, 9, true
P0.5N2L50.form101, 74, 0, 6, true
P0.5N2L50.form102, 68, 624, 15, true
P0.5N2L50.form103, 68, 0, 2, true
P0.5N2L50.form104, 77, 719, 20, true
P0.5N2L50.form105, 65, 1512, 21, true
P0.5N2L50.form106, 65, 2, 8, true
P0.5N2L50.form107, 71, 173, 4, true
P0.5N2L50.form108, 59, 0, 4, true
P0.5N2L50.form109, 71, 0, 5, true
P0.5N2L50.form110, 71, 2, 4, true
P0.5N2L50.form111, 77, 2, 2, true
P0.5N2L50.form112, 68, 0, 28, true
P0.5N2L50.form113, 59, 0, 9, true
P0.5N2L50.form114, 65, 3, 5, true
P0.5N2L50.form115, 68, 52, 8, true
P0.5N2L50.form116, 68, 1, 11, true
P0.5N2L50.form117, 62, 2, 4, true
P0.5N2L50.form118, 62, 0, 3, true
P0.5N2L50.form119, 62, 1, 4, true
P0.5N2L50.form120, 71, 0, 15, true
P0.5N2L50.form121, 59, 90, 13, true
P0.5N2L50.form122, 62, TO, 12, true
P0.5N2L50.form123, 59, 1, 1, true
P0.5N2L50.form124, 59, 38, 10, true
P0.5N2L50.form125, 71, 0, 1, true
P0.5N2L50.form126, 68, 441, 9, true
P0.5N2L50.form127, 74, 71, 7, true
P0.5N2L50.form128, 68, 0, 3, true
P0.5N2L50.form129, 71, 50, 7, true
P0.5N2L50.form130, 62, 4, 5, true
P0.5N2L50.form131, 68, 0, 14, true
P0.5N2L50.form132, 77, 0, 10, true
P0.5N2L50.form133, 71, 40, 3, true
P0.5N2L50.form134, 74, 464, 6, true
P0.5N2L50.form135, 68, 38, 4, true
P0.5N2L50.form136, 62, 0, 12, true
P0.5N2L50.form137, 71, 1, 13, true
P0.5N2L50.form138, 74, 1, 8, true
P0.5N2L50.form139, 68, 151, 4, true
P0.5N2L50.form140, 65, 9, 6, true
P0.5N2L50.form141, 65, 0, 5, true
P0.5N2L50.form142, 65, 0, 2, true
P0.5N2L50.form143, 53, 1, 2, true
P0.5N2L50.form144, 65, 15, 7, true
P0.5N2L50.form145, 68, 14, 11, true
P0.5N2L50.form146, 68, 0, 1, true
P0.5N2L50.form147, 62, 1, 10, true
P0.5N2L50.form148, 59, 4, 4, true
P0.5N2L50.form149, 65, 44, 4, true
P0.5N2L50.form150, 71, 1, 11, true
P0.5N2L50.form151, 59, 0, 6, true
P0.5N2L50.form152, 62, 5, 16, true
P0.5N2L50.form153, 62, 2, 10, true
P0.5N2L50.form154, 77, 1743, 2, true
P0.5N2L50.form155, 65, TO, 34, true
P0.5N2L50.form156, 65, 4, 3, true
P0.5N2L50.form157, 77, TO, 19, true
P0.5N2L50.form158, 74, 0, 8, true
P0.5N2L50.form159, 74, 176, 5, true
P0.5N2L50.form160, 68, 289, 11, true
P0.5N2L50.form161, 74, 0, 4, true
P0.5N2L50.form162, 74, TO, 4, true
P0.5N2L50.form163, 59, 6, 10, true
P0.5N2L50.form164, 59, 128, 1, true
P0.5N2L50.form165, 59, 15, 17, true
P0.5N2L50.form166, 65, 2, 22, true
P0.5N2L50.form167, 68, 0, 3, true
P0.5N2L50.form168, 71, 276, 8, true
P0.5N2L50.form169, 56, 7, 10, true
P0.5N2L50.form170, 74, 0, 3, true
P0.5N2L50.form171, 65, 0, 3, true
P0.5N2L50.form172, 62, 4, 5, true
P0.5N2L50.form173, 65, 116, 6, true
P0.5N2L50.form174, 74, 0, 2, true
P0.5N2L50.form175, 62, 113, 4, true
P0.5N2L50.form176, 68, 191, 2, true
P0.5N2L50.form177, 68, 1, 3, true
P0.5N2L50.form178, 59, 4, 2, true
P0.5N2L50.form179, 68, 0, 10, true
P0.5N2L50.form180, 83, 104, 6, true
P0.5N2L50.form181, 71, 5, 5, true
P0.5N2L50.form182, 56, 0, 4, true
P0.5N2L50.form183, 80, 91, 7, true
P0.5N2L50.form184, 68, 886, 0, true
P0.5N2L50.form185, 71, 70, 6, true
P0.5N2L50.form186, 68, 1, 9, true
P0.5N2L50.form187, 62, 0, 4, true
P0.5N2L50.form188, 68, 0, 4, true
P0.5N2L50.form189, 68, 2, 14, true
P0.5N2L50.form190, 71, 30, 7, true
P0.5N2L50.form191, 71, TO, 24, true
P0.5N2L50.form192, 62, 9, 5, true
P0.5N2L50.form193, 62, 215, 4, true
P0.5N2L50.form194, 71, 2, 2, true
P0.5N2L50.form195, 68, 21, 2, true
P0.5N2L50.form196, 71, 1968, 9, true
P0.5N2L50.form197, 74, 0, 11, true
P0.5N2L50.form198, 68, 0, 6, true
P0.5N2L50.form199, 71, 2, 3, true
P0.5N2L50.form200, 62, 8, 4, true
P0.5N2L50.form201, 68, 0, 0, true
P0.5N2L50.form202, 65, 0, 3, true
P0.5N2L50.form203, 74, 14, 7, true
P0.5N2L50.form204, 74, TO, 12, true
P0.5N2L50.form205, 62, 4, 5, true
P0.5N2L50.form206, 71, 129, 8, true
P0.5N2L50.form207, 56, 1106, 14, true
P0.5N2L50.form208, 77, 0, 2, true
P0.5N2L50.form209, 62, 19, 5, true
P0.5N2L50.form210, 71, 839, 9, true
P0.5N2L50.form211, 68, 14, 2, true
P0.5N2L50.form212, 77, 107, 6, true
P0.5N2L50.form213, 68, TO, 8, true
P0.5N2L50.form214, 65, 6, 4, true
P0.5N2L50.form215, 59, 0, 4, true
P0.5N2L50.form216, 62, 301, 9, true
P0.5N2L50.form217, 65, 1272, 7, true
P0.5N2L50.form218, 77, 83, 7, true
P0.5N2L50.form219, 62, 6, 2, true
P0.5N2L50.form220, 62, 812, 13, true
P0.5N2L50.form221, 65, 899, 11, true
P0.5N2L50.form222, 74, 7, 11, true
P0.5N2L50.form223, 62, 91, 8, true
P0.5N2L50.form224, 65, 0, 2, true
P0.5N2L50.form225, 65, 2, 3, true
P0.5N2L50.form226, 68, 8, 4, true
P0.5N2L50.form227, 68, 1, 4, true
P0.5N2L50.form228, 71, 1, 6, true
P0.5N2L50.form229, 74, 13, 33, true
P0.5N2L50.form230, 71, 1185, 17, true
P0.5N2L50.form231, 62, 29, 34, true
P0.5N2L50.form232, 68, 5, 5, true
P0.5N2L50.form233, 71, 0, 3, true
P0.5N2L50.form234, 62, 87, 12, true
P0.5N2L50.form235, 71, 73, 5, true
P0.5N2L50.form236, 74, 271, 2, true
P0.5N2L50.form237, 62, 0, 9, true
P0.5N2L50.form238, 65, 0, 6, true
P0.5N2L50.form239, 68, 1017, 12, true
P0.5N2L50.form240, 68, 0, 22, true
P0.5N2L50.form241, 65, 28, 2, true
P0.5N2L50.form242, 56, 0, 3, true
P0.5N2L50.form243, 62, 14, 3, true
P0.5N2L50.form244, 71, 527, 7, true
P0.5N2L50.form245, 71, 1, 5, true
P0.5N2L50.form246, 59, 0, 6, true
P0.5N2L50.form247, 62, 2, 1, true
P0.5N2L50.form248, 65, 12, 5, true
P0.5N2L50.form249, 62, 656, 12, true
P0.5N2L50.form250, 62, 0, 8, true
P0.5N2L50.form251, 65, 4, 2, true
P0.5N2L50.form252, 62, 13, 1, true
P0.5N2L50.form253, 65, 4, 1, true
P0.5N2L50.form254, 53, 0, 6, true
P0.5N2L50.form255, 83, 62, 12, true
P0.5N2L50.form256, 86, 386, 8, true
P0.5N2L50.form257, 68, TO, 13, true
P0.5N2L50.form258, 62, 1, 3, true
P0.5N2L50.form259, 62, 44, 16, true
P0.5N2L50.form260, 71, 5, 4, true
P0.5N2L50.form261, 71, 88, 4, true
P0.5N2L50.form262, 68, 0, 11, true
P0.5N2L50.form263, 65, 1, 4, true
P0.5N2L50.form264, 62, 3, 4, true
P0.5N2L50.form265, 77, 15, 17, true
P0.5N2L50.form266, 65, 3, 4, true
P0.5N2L50.form267, 59, 0, 3, true
P0.5N2L50.form268, 62, 237, 8, true
P0.5N2L50.form269, 62, 2, 13, true
P0.5N2L50.form270, 71, 3, 2, true
P0.5N2L50.form271, 59, 11, 7, true
P0.5N2L50.form272, 62, 7, 9, true
P0.5N2L50.form273, 71, 3, 13, true
P0.5N2L50.form274, 68, 13, 8, true
P0.5N2L50.form275, 71, 41, 6, true
P0.5N2L50.form276, 53, 0, 3, true
P0.5N2L50.form277, 74, 6, 5, true
P0.5N2L50.form278, 65, 0, 4, true
P0.5N2L50.form279, 62, 0, 11, true
P0.5N2L50.form280, 86, 326, 3, true
P0.5N2L50.form281, 68, 3, 2, true
P0.5N2L50.form282, 68, 66, 9, true
P0.5N2L50.form283, 59, 15, 10, true
P0.5N2L50.form284, 65, 1, 6, true
P0.5N2L50.form285, 71, 323, 9, true
P0.5N2L50.form286, 65, 30, 3, true
P0.5N2L50.form287, 74, 213, 8, true
P0.5N2L50.form288, 62, 0, 6, true
P0.5N2L50.form289, 62, 0, 3, true
P0.5N2L50.form290, 59, 0, 5, true
P0.5N2L50.form291, 65, 4, 2, true
P0.5N2L50.form292, 71, 151, 9, true
P0.5N2L50.form293, 68, 0, 3, true
P0.5N2L50.form294, 59, 0, 4, true
P0.5N2L50.form295, 71, 637, 10, true
P0.5N2L50.form296, 74, 1, 11, true
P0.5N2L50.form297, 62, 0, 6, true
P0.5N2L50.form298, 65, 0, 6, true
P0.5N2L50.form299, 71, 13, 5, true
P0.5N2L50.form300, 59, 16, 3, true
P0.5N2L50.form301, 71, 159, 2, true
P0.5N2L50.form302, 68, 0, 1, true
P0.5N2L50.form303, 62, 0, 4, true
P0.5N2L50.form304, 71, 1716, 6, true
P0.5N2L50.form305, 56, 0, 9, true
P0.5N2L50.form306, 65, 143, 14, true
P0.5N2L50.form307, 68, 1436, 5, true
P0.5N2L50.form308, 65, 42, 5, true
P0.5N2L50.form309, 68, 0, 3, true
P0.5N2L50.form310, 77, 0, 2, true
P0.5N2L50.form311, 62, 111, 14, true
P0.5N2L50.form312, 68, 18, 5, true
P0.5N2L50.form313, 65, 0, 4, true
P0.5N2L50.form314, 71, 2, 5, true
P0.5N2L50.form315, 77, 1, 12, true
P0.5N2L50.form316, 65, 0, 6, true
P0.5N2L50.form317, 77, 208, 5, true
P0.5N2L50.form318, 59, 0, 3, true
P0.5N2L50.form319, 80, 13, 11, true
P0.5N2L50.form320, 62, 156, 6, true
P0.5N2L50.form321, 68, 25, 4, true
P0.5N2L50.form322, 77, 0, 9, true
P0.5N2L50.form323, 74, 15, 10, true
P0.5N2L50.form324, 56, 149, 4, true
P0.5N2L50.form325, 68, 387, 5, true
P0.5N2L50.form326, 71, 8, 5, true
P0.5N2L50.form327, 71, 139, 5, true
P0.5N2L50.form328, 62, 0, 5, true
P0.5N2L50.form329, 56, 1, 6, true
P0.5N2L50.form330, 59, 55, 1, true
P0.5N2L50.form331, 65, 0, 9, true
P0.5N2L50.form332, 74, 0, 10, true
P0.5N2L50.form333, 65, 0, 3, true
P0.5N2L50.form334, 62, 0, 12, true
P0.5N2L50.form335, 68, 3, 6, true
P0.5N2L50.form336, 56, 22, 10, true
P0.5N2L50.form337, 74, 52, 2, true
P0.5N2L50.form338, 71, 1, 18, true
P0.5N2L50.form339, 65, 7, 4, true
P0.5N2L50.form340, 65, 511, 14, true
P0.5N2L50.form341, 71, 17, 2, true
P0.5N2L50.form342, 71, 1, 6, true
P0.5N2L50.form343, 74, 11, 8, true
P0.5N2L50.form344, 62, 123, 9, true
P0.5N2L50.form345, 62, 0, 3, true
P0.5N2L50.form346, 68, 23, 2, true
P0.5N2L50.form347, 71, 46, 3, true
P0.5N2L50.form348, 59, 0, 5, true
P0.5N2L50.form349, 65, TO, 5, true
P0.5N2L50.form350, 68, 4, 6, true
P0.5N2L50.form351, 62, 1, 3, true
P0.5N2L50.form352, 74, 0, 1, true
P0.5N2L50.form353, 62, 0, 2, true
P0.5N2L50.form354, 65, 7, 9, true
P0.5N2L50.form355, 74, 136, 54, true
P0.5N2L50.form356, 80, 150, 6, true
P0.5N2L50.form357, 65, 116, 4, true
P0.5N2L50.form358, 71, TO, 15, true
P0.5N2L50.form359, 65, 0, 18, true
P0.5N2L50.form360, 71, 48, 2, true
P0.5N2L50.form361, 71, 8, 7, true
P0.5N2L50.form362, 62, 49, 6, true
P0.5N2L50.form363, 62, 117, 8, true
P0.5N2L50.form364, 65, 0, 3, true
P0.5N2L50.form365, 77, 0, 14, true
P0.5N2L50.form366, 71, 9, 2, true
P0.5N2L50.form367, 77, 55, 5, true
P0.5N2L50.form368, 71, 0, 5, true
P0.5N2L50.form369, 71, 0, 24, true
P0.5N2L50.form370, 74, 1, 7, true
P0.5N2L50.form371, 65, 358, 15, true
P0.5N2L50.form372, 65, 4, 5, true
P0.5N2L50.form373, 80, 0, 4, true
P0.5N2L50.form374, 68, 0, 3, true
P0.5N2L50.form375, 53, 0, 5, true
P0.5N2L50.form376, 71, 6, 7, true
P0.5N2L50.form377, 71, 1, 14, true
P0.5N2L50.form378, 74, 8, 6, true
P0.5N2L50.form379, 77, 0, 59, true
P0.5N2L50.form380, 62, 88, 6, true
P0.5N2L50.form381, 62, 1383, 10, true
P0.5N2L50.form382, 74, TO, 20, true
P0.5N2L50.form383, 56, 68, 7, true
P0.5N2L50.form384, 65, 153, 4, true
P0.5N2L50.form385, 74, 10, 6, true
P0.5N2L50.form386, 68, 0, 14, true
P0.5N2L50.form387, 77, 0, 14, true
P0.5N2L50.form388, 65, 10, 10, true
P0.5N2L50.form389, 65, 4, 6, true
P0.5N2L50.form390, 62, 3, 3, true
P0.5N2L50.form391, 74, 23, 5, true
P0.5N2L50.form392, 59, 6, 9, true
P0.5N2L50.form393, 74, 56, 10, true
P0.5N2L50.form394, 65, 31, 3, true
P0.5N2L50.form395, 65, 19, 20, true
P0.5N2L50.form396, 62, 20, 4, true
P0.5N2L50.form397, 71, TO, 2, true
P0.5N2L50.form398, 65, 9, 6, true
P0.5N2L50.form399, 62, 106, 13, true
P0.5N2L50.form400, 68, 679, 6, true
P0.5N2L50.form401, 68, 30, 5, true
P0.5N2L50.form402, 74, 12, 5, true
P0.5N2L50.form403, 59, 17, 1, true
P0.5N2L50.form404, 77, 14, 8, true
P0.5N2L50.form405, 74, 136, 10, true
P0.5N2L50.form406, 68, 316, 8, true
P0.5N2L50.form407, 74, 10, 6, true
P0.5N2L50.form408, 83, TO, 26, true
P0.5N2L50.form409, 68, 81, 5, true
P0.5N2L50.form410, 71, 169, 9, true
P0.5N2L50.form411, 74, 103, 6, true
P0.5N2L50.form412, 74, 0, 1, true
P0.5N2L50.form413, 65, 0, 12, true
P0.5N2L50.form414, 68, 38, 3, true
P0.5N2L50.form415, 68, 317, 5, true
P0.5N2L50.form416, 65, 3, 8, true
P0.5N2L50.form417, 62, 57, 5, true
P0.5N2L50.form418, 74, 46, 6, true
P0.5N2L50.form419, 71, 3, 5, true
P0.5N2L50.form420, 71, 123, 11, true
P0.5N2L50.form421, 65, 328, 10, true
P0.5N2L50.form422, 68, 13, 7, true
P0.5N2L50.form423, 71, 1545, 9, true
P0.5N2L50.form424, 74, 0, 9, true
P0.5N2L50.form425, 71, 4, 1, true
P0.5N2L50.form426, 62, 0, 4, true
P0.5N2L50.form427, 71, 356, 4, true
P0.5N2L50.form428, 65, 16, 4, true
P0.5N2L50.form429, 62, 2, 5, true
P0.5N2L50.form430, 65, 69, 9, true
P0.5N2L50.form431, 65, 20, 21, true
P0.5N2L50.form432, 77, 78, 7, true
P0.5N2L50.form433, 65, 26, 6, true
P0.5N2L50.form434, 62, 0, 4, true
P0.5N2L50.form435, 65, 25, 6, true
P0.5N2L50.form436, 77, 9, 6, true
P0.5N2L50.form437, 68, 85, 19, true
P0.5N2L50.form438, 74, 1, 3, true
P0.5N2L50.form439, 80, 27, 10, true
P0.5N2L50.form440, 80, 4, 2, true
P0.5N2L50.form441, 68, 579, 10, true
P0.5N2L50.form442, 68, 286, 12, true
P0.5N2L50.form443, 59, 0, 18, true
P0.5N2L50.form444, 71, 0, 4, true
P0.5N2L50.form445, 68, 21, 5, true
P0.5N2L50.form446, 62, 59, 4, true
P0.5N2L50.form447, 71, 29, 9, true
P0.5N2L50.form448, 65, 83, 14, true
P0.5N2L50.form449, 74, 0, 2, true
P0.5N2L50.form450, 59, 498, 9, true
P0.5N2L50.form451, 71, 1243, 13, true
P0.5N2L50.form452, 74, 2, 13, true
P0.5N2L50.form453, 65, 0, 5, true
P0.5N2L50.form454, 71, 0, 10, true
P0.5N2L50.form455, 62, 25, 13, true
P0.5N2L50.form456, 59, 14, 10, true
P0.5N2L50.form457, 80, 153, 1, true
P0.5N2L50.form458, 68, 332, 6, true
P0.5N2L50.form459, 68, 0, 8, true
P0.5N2L50.form460, 71, 748, 10, true
P0.5N2L50.form461, 71, 0, 4, true
P0.5N2L50.form462, 77, 2, 4, true
P0.5N2L50.form463, 74, 2, 3, true
P0.5N2L50.form464, 77, 187, 2, true
P0.5N2L50.form465, 74, 0, 6, true
P0.5N2L50.form466, 62, 1, 6, true
P0.5N2L50.form467, 62, 10, 4, true
P0.5N2L50.form468, 62, TO, 23, true
P0.5N2L50.form469, 65, TO, 35, true
P0.5N2L50.form470, 62, 1646, 25, true
P0.5N2L50.form471, 62, 0, 5, true
P0.5N2L50.form472, 59, 0, 1, true
P0.5N2L50.form473, 65, 904, 5, true
P0.5N2L50.form474, 71, 56, 5, true
P0.5N2L50.form475, 68, 29, 4, true
P0.5N2L50.form476, 68, 1356, 10, true
P0.5N2L50.form477, 68, 0, 17, true
P0.5N2L50.form478, 68, 1, 2, true
P0.5N2L50.form479, 77, 482, 5, true
P0.5N2L50.form480, 65, 136, 5, true
P0.5N2L50.form481, 68, 0, 3, true
P0.5N2L50.form482, 62, 7, 9, true
P0.5N2L50.form483, 65, 324, 7, true
P0.5N2L50.form484, 80, 9, 6, true
P0.5N2L50.form485, 74, 210, 6, true
P0.5N2L50.form486, 77, 3, 6, true
P0.5N2L50.form487, 68, 2, 6, true
P0.5N2L50.form488, 74, 1, 3, true
P0.5N2L50.form489, 59, 0, 4, true
P0.5N2L50.form490, 68, 0, 2, true
P0.5N2L50.form491, 68, 0, 3, true
P0.5N2L50.form492, 65, 64, 8, true
P0.5N2L50.form493, 74, TO, 20, true
P0.5N2L50.form494, 68, 1, 2, true
P0.5N2L50.form495, 62, 49, 13, true
P0.5N2L50.form496, 74, 11, 22, true
P0.5N2L50.form497, 65, 0, 2, true
P0.5N2L50.form498, 59, 23, 3, true
P0.5N2L50.form499, 65, 1, 7, true
P0.5N2L60.form, 84, 0, 11, true
P0.5N2L60.form1, 75, 15, 8, true
P0.5N2L60.form2, 84, 0, 7, true
P0.5N2L60.form3, 81, 4, 16, true
P0.5N2L60.form4, 78, 649, 8, true
P0.5N2L60.form5, 75, 0, 3, true
P0.5N2L60.form6, 78, 0, 30, true
P0.5N2L60.form7, 69, 0, 6, true
P0.5N2L60.form8, 78, 0, 11, true
P0.5N2L60.form9, 63, 3, 5, true
P0.5N2L60.form10, 66, 1, 5, true
P0.5N2L60.form11, 81, 5, 4, true
P0.5N2L60.form12, 90, 46, 9, true
P0.5N2L60.form13, 102, 1040, 24, true
P0.5N2L60.form14, 78, 292, 17, true
P0.5N2L60.form15, 81, 24, 7, true
P0.5N2L60.form16, 87, 0, 4, true
P0.5N2L60.form17, 75, 2, 12, true
P0.5N2L60.form18, 99, 131, 7, true
P0.5N2L60.form19, 84, 58, 5, true
P0.5N2L60.form20, 81, TO, 7, true
P0.5N2L60.form21, 90, 0, 17, true
P0.5N2L60.form22, 72, 0, 15, true
P0.5N2L60.form23, 78, 1, 8, true
P0.5N2L60.form24, 81, 117, 4, true
P0.5N2L60.form25, 81, 5, 7, true
P0.5N2L60.form26, 75, 357, 11, true
P0.5N2L60.form27, 78, 0, 4, true
P0.5N2L60.form28, 81, 21, 12, true
P0.5N2L60.form29, 87, 0, 15, true
P0.5N2L60.form30, 75, 0, 11, true
P0.5N2L60.form31, 84, 3, 7, true
P0.5N2L60.form32, 78, 0, 4, true
P0.5N2L60.form33, 75, 3, 4, true
P0.5N2L60.form34, 87, 87, 8, true
P0.5N2L60.form35, 69, 628, 12, true
P0.5N2L60.form36, 84, 0, 7, true
P0.5N2L60.form37, 87, 0, 4, true
P0.5N2L60.form38, 81, 46, 10, true
P0.5N2L60.form39, 81, 5, 16, true
P0.5N2L60.form40, 78, TO, 19, true
P0.5N2L60.form41, 69, 0, 11, true
P0.5N2L60.form42, 90, 1, 3, true
P0.5N2L60.form43, 84, 14, 3, true
P0.5N2L60.form44, 90, TO, 5, true
P0.5N2L60.form45, 84, 1, 3, true
P0.5N2L60.form46, 81, TO, 43, true
P0.5N2L60.form47, 72, 11, 2, true
P0.5N2L60.form48, 84, 385, 23, true
P0.5N2L60.form49, 81, 559, 14, true
P0.5N2L60.form50, 84, 153, 20, true
P0.5N2L60.form51, 87, 1, 7, true
P0.5N2L60.form52, 84, 443, 6, true
P0.5N2L60.form53, 81, 0, 17, true
P0.5N2L60.form54, 78, 1360, 19, true
P0.5N2L60.form55, 81, 24, 3, true
P0.5N2L60.form56, 84, 86, 8, true
P0.5N2L60.form57, 84, 3, 4, true
P0.5N2L60.form58, 84, 889, 8, true
P0.5N2L60.form59, 72, 5, 22, true
P0.5N2L60.form60, 81, 7, 9, true
P0.5N2L60.form61, 81, 0, 6, true
P0.5N2L60.form62, 87, 106, 9, true
P0.5N2L60.form63, 81, 72, 49, true
P0.5N2L60.form64, 90, 0, 14, true
P0.5N2L60.form65, 75, 0, 13, true
P0.5N2L60.form66, 75, 0, 8, true
P0.5N2L60.form67, 78, 4, 14, true
P0.5N2L60.form68, 84, 199, 10, true
P0.5N2L60.form69, 84, 0, 5, true
P0.5N2L60.form70, 84, 1877, 12, true
P0.5N2L60.form71, 84, 1, 10, true
P0.5N2L60.form72, 78, 1, 3, true
P0.5N2L60.form73, 81, 0, 15, true
P0.5N2L60.form74, 78, 12, 13, true
P0.5N2L60.form75, 87, 89, 17, true
P0.5N2L60.form76, 81, 35, 12, true
P0.5N2L60.form77, 81, 0, 11, true
P0.5N2L60.form78, 78, 53, 23, true
P0.5N2L60.form79, 78, 1, 8, true
P0.5N2L60.form80, 78, 12, 8, true
P0.5N2L60.form81, 84, 30, 65, true
P0.5N2L60.form82, 69, 0, 6, true
P0.5N2L60.form83, 78, 5, 7, true
P0.5N2L60.form84, 78, 9, 2, true
P0.5N2L60.form85, 78, 14, 4, true
P0.5N2L60.form86, 72, 0, 5, true
P0.5N2L60.form87, 84, 67, 45, true
P0.5N2L60.form88, 84, 0, 4, true
P0.5N2L60.form89, 87, 13, 9, true
P0.5N2L60.form90, 81, 37, 7, true
P0.5N2L60.form91, 87, 9, 8, true
P0.5N2L60.form92, 69, 0, 16, true
P0.5N2L60.form93, 84, 107, 27, true
P0.5N2L60.form94, 78, 1, 12, true
P0.5N2L60.form95, 75, 0, 3, true
P0.5N2L60.form96, 78, 275, 4, true
P0.5N2L60.form97, 78, 0, 1, true
P0.5N2L60.form98, 81, 112, 15, true
P0.5N2L60.form99, 81, 1, 30, true
P0.5N2L60.form100, 81, 0, 8, true
P0.5N2L60.form101, 84, 165, 13, true
P0.5N2L60.form102, 90, 0, 19, true
P0.5N2L60.form103, 96, 0, 14, true
P0.5N2L60.form104, 75, 49, 13, true
P0.5N2L60.form105, 72, 0, 9, true
P0.5N2L60.form106, 84, 0, 12, true
P0.5N2L60.form107, 87, 34, 9, true
P0.5N2L60.form108, 81, 1, 4, true
P0.5N2L60.form109, 78, 8, 6, true
P0.5N2L60.form110, 84, 0, 22, true
P0.5N2L60.form111, 78, 30, 5, true
P0.5N2L60.form112, 90, 7, 4, true
P0.5N2L60.form113, 75, 91, 16, true
P0.5N2L60.form114, 87, 78, 15, true
P0.5N2L60.form115, 75, 35, 10, true
P0.5N2L60.form116, 84, 0, 4, true
P0.5N2L60.form117, 90, TO, 24, true
P0.5N2L60.form118, 81, 43, 14, true
P0.5N2L60.form119, 81, 7, 9, true
P0.5N2L60.form120, 81, 0, 13, true
P0.5N2L60.form121, 81, 0, 9, true
P0.5N2L60.form122, 84, 170, 8, true
P0.5N2L60.form123, 81, 11, 14, true
P0.5N2L60.form124, 72, 74, 5, true
P0.5N2L60.form125, 84, 81, 13, true
P0.5N2L60.form126, 75, 0, 11, true
P0.5N2L60.form127, 78, 12, 4, true
P0.5N2L60.form128, 75, 2, 6, true
P0.5N2L60.form129, 84, 0, 6, true
P0.5N2L60.form130, 90, 0, 2, true
P0.5N2L60.form131, 90, 8, 11, true
P0.5N2L60.form132, 81, 260, 10, true
P0.5N2L60.form133, 72, 0, 11, true
P0.5N2L60.form134, 87, 7, 7, true
P0.5N2L60.form135, 81, 373, 11, true
P0.5N2L60.form136, 84, 3, 12, true
P0.5N2L60.form137, 75, 13, 3, true
P0.5N2L60.form138, 90, 411, 5, true
P0.5N2L60.form139, 72, 390, 23, true
P0.5N2L60.form140, 78, 8, 31, true
P0.5N2L60.form141, 75, 42, 6, true
P0.5N2L60.form142, 84, 37, 4, true
P0.5N2L60.form143, 87, 0, 11, true
P0.5N2L60.form144, 87, 0, 9, true
P0.5N2L60.form145, 78, 240, 10, true
P0.5N2L60.form146, 81, TO, 16, true
P0.5N2L60.form147, 81, 1, 14, true
P0.5N2L60.form148, 87, 25, 4, true
P0.5N2L60.form149, 78, 0, 14, true
P0.5N2L60.form150, 78, 0, 11, true
P0.5N2L60.form151, 84, 1, 9, true
P0.5N2L60.form152, 84, 32, 4, true
P0.5N2L60.form153, 78, 16, 12, true
P0.5N2L60.form154, 78, 27, 8, true
P0.5N2L60.form155, 75, 0, 15, true
P0.5N2L60.form156, 78, 367, 8, true
P0.5N2L60.form157, 75, 0, 6, true
P0.5N2L60.form158, 75, 49, 5, true
P0.5N2L60.form159, 81, 27, 5, true
P0.5N2L60.form160, 75, 72, 14, true
P0.5N2L60.form161, 66, 0, 8, true
P0.5N2L60.form162, 78, 157, 18, true
P0.5N2L60.form163, 84, 141, 2, true
P0.5N2L60.form164, 78, 0, 3, true
P0.5N2L60.form165, 72, 0, 3, true
P0.5N2L60.form166, 78, TO, 31, true
P0.5N2L60.form167, 66, 150, 17, true
P0.5N2L60.form168, 81, 0, 6, true
P0.5N2L60.form169, 66, 12, 15, true
P0.5N2L60.form170, 78, 6, 5, true
P0.5N2L60.form171, 66, 0, 2, true
P0.5N2L60.form172, 81, TO, 21, true
P0.5N2L60.form173, 87, 4, 8, true
P0.5N2L60.form174, 78, 1, 8, true
P0.5N2L60.form175, 81, 271, 8, true
P0.5N2L60.form176, 96, 193, 18, true
P0.5N2L60.form177, 78, 50, 9, true
P0.5N2L60.form178, 78, 0, 43, true
P0.5N2L60.form179, 78, 15, 13, true
P0.5N2L60.form180, 87, 4, 8, true
P0.5N2L60.form181, 90, 1, 11, true
P0.5N2L60.form182, 75, 89, 12, true
P0.5N2L60.form183, 87, 0, 8, true
P0.5N2L60.form184, 78, 0, 3, true
P0.5N2L60.form185, 81, 134, 16, true
P0.5N2L60.form186, 81, 642, 10, true
P0.5N2L60.form187, 72, 0, 8, true
P0.5N2L60.form188, 75, 2, 5, true
