formula, size, total, solver, subsumption, reverse
P0.5N2L20.form308, 32, 0, 0, 0, 
P0.5N2L20.form309, 32, 0, 0, 0, 
P0.5N2L20.form310, 35, 1, 0, 1, 
P0.5N2L20.form311, 26, 0, 0, 0, 
P0.5N2L20.form312, 26, 0, 0, 0, 
P0.5N2L20.form313, 23, 0, 0, 0, 
P0.5N2L20.form314, 29, 1, 0, 1, 
P0.5N2L20.form315, 29, 0, 0, 0, 
P0.5N2L20.form316, 26, 0, 0, 0, 
P0.5N2L20.form317, 35, 0, 0, 0, 
P0.5N2L20.form318, 26, 2, 1, 0, 
P0.5N2L20.form319, 23, 0, 0, 0, 
P0.5N2L20.form320, 35, 1, 1, 0, 
P0.5N2L20.form321, 26, 0, 0, 0, 
P0.5N2L20.form322, 29, 0, 0, 0, 
P0.5N2L20.form323, 20, 1, 0, 1, 
P0.5N2L20.form324, 23, 1, 0, 1, 
P0.5N2L20.form325, 26, 1, 0, 0, 
P0.5N2L20.form326, 35, 0, 0, 0, 
P0.5N2L20.form327, 20, 1, 0, 1, 
P0.5N2L20.form328, 32, 0, 0, 0, 
P0.5N2L20.form329, 29, 0, 0, 0, 
P0.5N2L20.form330, 23, 0, 0, 0, 
P0.5N2L20.form331, 23, 1, 0, 1, 
P0.5N2L20.form332, 32, 0, 0, 0, 
P0.5N2L20.form333, 20, 0, 0, 0, 
P0.5N2L20.form334, 23, 1, 0, 1, 
P0.5N2L20.form335, 32, 0, 0, 0, 
P0.5N2L20.form336, 32, 3, 3, 0, 
P0.5N2L20.form337, 23, 1, 0, 0, 
P0.5N2L20.form338, 20, 0, 0, 0, 
P0.5N2L20.form339, 20, 0, 0, 0, 
P0.5N2L20.form340, 32, 0, 0, 0, 
P0.5N2L20.form341, 29, 0, 0, 0, 
P0.5N2L20.form342, 29, 3, 2, 0, 
P0.5N2L20.form343, 29, 0, 0, 0, 
P0.5N2L20.form344, 23, 0, 0, 0, 
P0.5N2L20.form345, 26, 1, 0, 1, 
P0.5N2L20.form346, 26, 0, 0, 0, 
P0.5N2L20.form347, 23, 1, 0, 0, 
P0.5N2L20.form348, 29, 0, 0, 0, 
P0.5N2L20.form349, 29, 0, 0, 0, 
P0.5N2L20.form350, 23, 1, 0, 0, 
P0.5N2L20.form351, 29, 0, 0, 0, 
P0.5N2L20.form352, 32, 0, 0, 0, 
P0.5N2L20.form353, 29, 0, 0, 0, 
P0.5N2L20.form354, 32, 1, 1, 0, 
P0.5N2L20.form355, 29, 0, 0, 0, 
P0.5N2L20.form356, 29, 0, 0, 0, 
P0.5N2L20.form357, 23, 0, 0, 0, 
P0.5N2L20.form358, 23, 0, 0, 0, 
P0.5N2L20.form359, 26, 0, 0, 0, 
P0.5N2L20.form360, 29, 1, 0, 1, 
P0.5N2L20.form361, 29, 0, 0, 0, 
P0.5N2L20.form362, 32, 1, 1, 0, 
P0.5N2L20.form363, 32, 0, 0, 0, 
P0.5N2L20.form364, 32, 0, 0, 0, 
P0.5N2L20.form365, 23, 0, 0, 0, 
P0.5N2L20.form366, 26, 0, 0, 0, 
P0.5N2L20.form367, 20, 0, 0, 0, 
P0.5N2L20.form368, 23, 0, 0, 0, 
P0.5N2L20.form369, 29, 1, 0, 0, 
P0.5N2L20.form370, 23, 0, 0, 0, 
P0.5N2L20.form371, 29, 0, 0, 0, 
P0.5N2L20.form372, 35, 1, 0, 1, 
P0.5N2L20.form373, 32, 0, 0, 0, 
P0.5N2L20.form374, 23, 0, 0, 0, 
P0.5N2L20.form375, 26, 1, 0, 0, 
P0.5N2L20.form376, 26, 0, 0, 0, 
P0.5N2L20.form377, 20, 0, 0, 0, 
P0.5N2L20.form378, 32, 0, 0, 0, 
P0.5N2L20.form379, 29, 0, 0, 0, 
P0.5N2L20.form380, 29, 1, 0, 1, 
P0.5N2L20.form381, 29, 0, 0, 0, 
P0.5N2L20.form382, 29, 0, 0, 0, 
P0.5N2L20.form383, 29, 0, 0, 0, 
P0.5N2L20.form384, 26, 0, 0, 0, 
P0.5N2L20.form385, 23, 0, 0, 0, 
P0.5N2L20.form386, 26, 0, 0, 0, 
P0.5N2L20.form387, 26, 0, 0, 0, 
P0.5N2L20.form388, 23, 0, 0, 0, 
P0.5N2L20.form389, 32, 1, 0, 0, 
P0.5N2L20.form390, 26, 0, 0, 0, 
P0.5N2L20.form391, 26, 0, 0, 0, 
P0.5N2L20.form392, 20, 0, 0, 0, 
P0.5N2L20.form393, 26, 0, 0, 0, 
P0.5N2L20.form394, 32, 0, 0, 0, 
P0.5N2L20.form395, 26, 0, 0, 0, 
P0.5N2L20.form396, 32, 0, 0, 0, 
P0.5N2L20.form397, 29, 0, 0, 0, 
P0.5N2L20.form398, 26, 0, 0, 0, 
P0.5N2L20.form399, 23, 0, 0, 0, 
P0.5N2L20.form400, 29, 0, 0, 0, 
P0.5N2L20.form401, 29, 0, 0, 0, 
P0.5N2L20.form402, 23, 0, 0, 0, 
P0.5N2L20.form403, 26, 1, 1, 0, 
P0.5N2L20.form404, 35, 0, 0, 0, 
P0.5N2L20.form405, 29, 1, 0, 1, 
P0.5N2L20.form406, 32, 0, 0, 0, 
P0.5N2L20.form407, 26, 0, 0, 0, 
P0.5N2L20.form408, 23, 0, 0, 0, 
P0.5N2L20.form409, 26, 1, 0, 1, 
P0.5N2L20.form410, 32, 0, 0, 0, 
P0.5N2L20.form411, 29, 0, 0, 0, 
P0.5N2L20.form412, 35, 0, 0, 0, 
P0.5N2L20.form413, 29, 1, 0, 1, 
P0.5N2L20.form414, 23, 0, 0, 0, 
P0.5N2L20.form415, 26, 0, 0, 0, 
P0.5N2L20.form416, 29, 0, 0, 0, 
P0.5N2L20.form417, 29, 1, 1, 0, 
P0.5N2L20.form418, 26, 0, 0, 0, 
P0.5N2L20.form419, 32, 0, 0, 0, 
P0.5N2L20.form420, 26, 0, 0, 0, 
P0.5N2L20.form421, 26, 0, 0, 0, 
P0.5N2L20.form422, 26, 0, 0, 0, 
P0.5N2L20.form423, 23, 1, 0, 1, 
P0.5N2L20.form424, 29, 0, 0, 0, 
P0.5N2L20.form425, 26, 1, 1, 0, 
P0.5N2L20.form426, 23, 0, 0, 0, 
P0.5N2L20.form427, 35, 0, 0, 0, 
P0.5N2L20.form428, 26, 0, 0, 0, 
P0.5N2L20.form429, 32, 0, 0, 0, 
P0.5N2L20.form430, 32, 0, 0, 0, 
P0.5N2L20.form431, 20, 0, 0, 0, 
P0.5N2L20.form432, 26, 0, 0, 0, 
P0.5N2L20.form433, 23, 1, 1, 0, 
P0.5N2L20.form434, 20, 0, 0, 0, 
P0.5N2L20.form435, 32, 0, 0, 0, 
P0.5N2L20.form436, 29, 0, 0, 0, 
P0.5N2L20.form437, 26, 1, 0, 0, 
P0.5N2L20.form438, 29, 0, 0, 0, 
P0.5N2L20.form439, 23, 1, 0, 1, 
P0.5N2L20.form440, 23, 0, 0, 0, 
P0.5N2L20.form441, 23, 0, 0, 0, 
P0.5N2L20.form442, 29, 0, 0, 0, 
P0.5N2L20.form443, 20, 0, 0, 0, 
P0.5N2L20.form444, 26, 0, 0, 0, 
P0.5N2L20.form445, 23, 0, 0, 0, 
P0.5N2L20.form446, 23, 1, 0, 1, 
P0.5N2L20.form447, 23, 0, 0, 0, 
P0.5N2L20.form448, 29, 1, 1, 0, 
P0.5N2L20.form449, 26, 1, 0, 1, 
P0.5N2L20.form450, 26, 0, 0, 0, 
P0.5N2L20.form451, 29, 0, 0, 0, 
P0.5N2L20.form452, 29, 0, 0, 0, 
P0.5N2L20.form453, 26, 1, 0, 1, 
P0.5N2L20.form454, 26, 1, 0, 0, 
P0.5N2L20.form455, 23, 1, 0, 0, 
P0.5N2L20.form456, 32, 0, 0, 0, 
P0.5N2L20.form457, 26, 0, 0, 0, 
P0.5N2L20.form458, 32, 0, 0, 0, 
P0.5N2L20.form459, 23, 0, 0, 0, 
P0.5N2L20.form460, 23, 1, 0, 1, 
P0.5N2L20.form461, 26, 0, 0, 0, 
P0.5N2L20.form462, 26, 1, 0, 0, 
P0.5N2L20.form463, 32, 0, 0, 0, 
P0.5N2L20.form464, 23, 0, 0, 0, 
P0.5N2L20.form465, 23, 0, 0, 0, 
P0.5N2L20.form466, 26, 0, 0, 0, 
P0.5N2L20.form467, 23, 0, 0, 0, 
P0.5N2L20.form468, 29, 0, 0, 0, 
P0.5N2L20.form469, 32, 1, 0, 1, 
P0.5N2L20.form470, 23, 0, 0, 0, 
P0.5N2L20.form471, 23, 0, 0, 0, 
P0.5N2L20.form472, 26, 0, 0, 0, 
P0.5N2L20.form473, 32, 1, 1, 0, 
P0.5N2L20.form474, 29, 0, 0, 0, 
P0.5N2L20.form475, 29, 0, 0, 0, 
P0.5N2L20.form476, 29, 0, 0, 0, 
P0.5N2L20.form477, 23, 0, 0, 0, 
P0.5N2L20.form478, 20, 0, 0, 0, 
P0.5N2L20.form479, 23, 0, 0, 0, 
P0.5N2L20.form480, 29, 0, 0, 0, 
P0.5N2L20.form481, 29, 1, 0, 1, 
P0.5N2L20.form482, 35, 0, 0, 0, 
P0.5N2L20.form483, 32, 0, 0, 0, 
P0.5N2L20.form484, 20, 0, 0, 0, 
P0.5N2L20.form485, 23, 0, 0, 0, 
P0.5N2L20.form486, 23, 1, 0, 0, 
P0.5N2L20.form487, 26, 0, 0, 0, 
P0.5N2L20.form488, 23, 0, 0, 0, 
P0.5N2L20.form489, 23, 0, 0, 0, 
P0.5N2L20.form490, 23, 0, 0, 0, 
P0.5N2L20.form491, 26, 0, 0, 0, 
P0.5N2L20.form492, 26, 0, 0, 0, 
P0.5N2L20.form493, 23, 0, 0, 0, 
P0.5N2L20.form494, 32, 0, 0, 0, 
P0.5N2L20.form495, 29, 0, 0, 0, 
P0.5N2L20.form496, 41, 0, 0, 0, 
P0.5N2L20.form497, 32, 0, 0, 0, 
P0.5N2L20.form498, 26, 0, 0, 0, 
P0.5N2L20.form499, 26, 0, 0, 0, 
P0.5N2L30.form, 48, 0, 0, 0, 
P0.5N2L30.form1, 42, 0, 0, 0, 
P0.5N2L30.form2, 42, 0, 0, 0, 
P0.5N2L30.form3, 45, 0, 0, 0, 
P0.5N2L30.form4, 39, 1, 0, 1, 
P0.5N2L30.form5, 42, 0, 0, 0, 
P0.5N2L30.form6, 36, 0, 0, 0, 
P0.5N2L30.form7, 42, 0, 0, 0, 
P0.5N2L30.form8, 36, 0, 0, 0, 
P0.5N2L30.form9, 33, 0, 0, 0, 
P0.5N2L30.form10, 36, 0, 0, 0, 
P0.5N2L30.form11, 45, 1, 0, 1, 
P0.5N2L30.form12, 42, 0, 0, 0, 
P0.5N2L30.form13, 39, 0, 0, 0, 
P0.5N2L30.form14, 45, 0, 0, 0, 
P0.5N2L30.form15, 48, 1, 0, 1, 
P0.5N2L30.form16, 45, 0, 0, 0, 
P0.5N2L30.form17, 39, 1, 1, 0, 
P0.5N2L30.form18, 57, 0, 0, 0, 
P0.5N2L30.form19, 42, 1, 0, 0, 
P0.5N2L30.form20, 42, 0, 0, 0, 
P0.5N2L30.form21, 51, 0, 0, 0, 
P0.5N2L30.form22, 39, 0, 0, 0, 
P0.5N2L30.form23, 39, 0, 0, 0, 
P0.5N2L30.form24, 36, 0, 0, 0, 
P0.5N2L30.form25, 39, 0, 0, 0, 
P0.5N2L30.form26, 39, 0, 0, 0, 
P0.5N2L30.form27, 51, 0, 0, 0, 
P0.5N2L30.form28, 36, 0, 0, 0, 
P0.5N2L30.form29, 42, 1, 0, 0, 
P0.5N2L30.form30, 39, 1, 0, 1, 
P0.5N2L30.form31, 39, 0, 0, 0, 
P0.5N2L30.form32, 39, 0, 0, 0, 
P0.5N2L30.form33, 45, 0, 0, 0, 
P0.5N2L30.form34, 36, 0, 0, 0, 
P0.5N2L30.form35, 36, 0, 0, 0, 
P0.5N2L30.form36, 45, 0, 0, 0, 
P0.5N2L30.form37, 39, 1, 0, 1, 
P0.5N2L30.form38, 39, 0, 0, 0, 
P0.5N2L30.form39, 45, 0, 0, 0, 
P0.5N2L30.form40, 36, 1, 0, 1, 
P0.5N2L30.form41, 39, 0, 0, 0, 
P0.5N2L30.form42, 39, 0, 0, 0, 
P0.5N2L30.form43, 42, 0, 0, 0, 
P0.5N2L30.form44, 42, 0, 0, 0, 
P0.5N2L30.form45, 30, 1, 0, 1, 
P0.5N2L30.form46, 42, 0, 0, 0, 
P0.5N2L30.form47, 39, 0, 0, 0, 
P0.5N2L30.form48, 39, 0, 0, 0, 
P0.5N2L30.form49, 45, 0, 0, 0, 
P0.5N2L30.form50, 48, 0, 0, 0, 
P0.5N2L30.form51, 36, 0, 0, 0, 
P0.5N2L30.form52, 48, 1, 0, 0, 
P0.5N2L30.form53, 36, 0, 0, 0, 
P0.5N2L30.form54, 33, 0, 0, 0, 
P0.5N2L30.form55, 39, 0, 0, 0, 
P0.5N2L30.form56, 45, 0, 0, 0, 
P0.5N2L30.form57, 39, 0, 0, 0, 
P0.5N2L30.form58, 36, 0, 0, 0, 
P0.5N2L30.form59, 42, 0, 0, 0, 
P0.5N2L30.form60, 48, 0, 0, 0, 
P0.5N2L30.form61, 36, 0, 0, 0, 
P0.5N2L30.form62, 30, 0, 0, 0, 
P0.5N2L30.form63, 42, 0, 0, 0, 
P0.5N2L30.form64, 42, 0, 0, 0, 
P0.5N2L30.form65, 39, 0, 0, 0, 
P0.5N2L30.form66, 48, 1, 0, 1, 
P0.5N2L30.form67, 39, 1, 1, 0, 
P0.5N2L30.form68, 36, 1, 0, 0, 
P0.5N2L30.form69, 36, 0, 0, 0, 
P0.5N2L30.form70, 39, 0, 0, 0, 
P0.5N2L30.form71, 39, 0, 0, 0, 
P0.5N2L30.form72, 42, 0, 0, 0, 
P0.5N2L30.form73, 39, 0, 0, 0, 
P0.5N2L30.form74, 51, 0, 0, 0, 
P0.5N2L30.form75, 36, 0, 0, 0, 
P0.5N2L30.form76, 48, 0, 0, 0, 
P0.5N2L30.form77, 48, 1, 0, 0, 
P0.5N2L30.form78, 39, 1, 0, 1, 
P0.5N2L30.form79, 45, 0, 0, 0, 
P0.5N2L30.form80, 51, 0, 0, 0, 
P0.5N2L30.form81, 42, 1, 0, 0, 
P0.5N2L30.form82, 45, 0, 0, 0, 
P0.5N2L30.form83, 33, 0, 0, 0, 
P0.5N2L30.form84, 36, 0, 0, 0, 
P0.5N2L30.form85, 39, 0, 0, 0, 
P0.5N2L30.form86, 36, 0, 0, 0, 
P0.5N2L30.form87, 45, 0, 0, 0, 
P0.5N2L30.form88, 39, 0, 0, 0, 
P0.5N2L30.form89, 39, 0, 0, 0, 
P0.5N2L30.form90, 48, 0, 0, 0, 
P0.5N2L30.form91, 39, 0, 0, 0, 
P0.5N2L30.form92, 39, 0, 0, 0, 
P0.5N2L30.form93, 45, 1, 1, 0, 
P0.5N2L30.form94, 39, 0, 0, 0, 
P0.5N2L30.form95, 45, 0, 0, 0, 
P0.5N2L30.form96, 36, 0, 0, 0, 
P0.5N2L30.form97, 48, 0, 0, 0, 
P0.5N2L30.form98, 33, 0, 0, 0, 
P0.5N2L30.form99, 39, 0, 0, 0, 
P0.5N2L30.form100, 51, 0, 0, 0, 
P0.5N2L30.form101, 51, 0, 0, 0, 
P0.5N2L30.form102, 39, 0, 0, 0, 
P0.5N2L30.form103, 42, 0, 0, 0, 
P0.5N2L30.form104, 39, 1, 0, 1, 
P0.5N2L30.form105, 51, 0, 0, 0, 
P0.5N2L30.form106, 39, 0, 0, 0, 
P0.5N2L30.form107, 42, 1, 0, 1, 
P0.5N2L30.form108, 45, 0, 0, 0, 
P0.5N2L30.form109, 39, 0, 0, 0, 
P0.5N2L30.form110, 42, 0, 0, 0, 
P0.5N2L30.form111, 36, 0, 0, 0, 
P0.5N2L30.form112, 30, 0, 0, 0, 
P0.5N2L30.form113, 39, 1, 0, 1, 
P0.5N2L30.form114, 42, 0, 0, 0, 
P0.5N2L30.form115, 51, 2, 0, 1, 
P0.5N2L30.form116, 48, 1, 0, 1, 
P0.5N2L30.form117, 48, 1, 0, 1, 
P0.5N2L30.form118, 39, 0, 0, 0, 
P0.5N2L30.form119, 48, 0, 0, 0, 
P0.5N2L30.form120, 45, 0, 0, 0, 
P0.5N2L30.form121, 39, 1, 0, 1, 
P0.5N2L30.form122, 48, 0, 0, 0, 
P0.5N2L30.form123, 33, 0, 0, 0, 
P0.5N2L30.form124, 33, 0, 0, 0, 
P0.5N2L30.form125, 36, 0, 0, 0, 
P0.5N2L30.form126, 36, 0, 0, 0, 
P0.5N2L30.form127, 45, 0, 0, 0, 
P0.5N2L30.form128, 45, 1, 0, 1, 
P0.5N2L30.form129, 42, 0, 0, 0, 
P0.5N2L30.form130, 36, 0, 0, 0, 
P0.5N2L30.form131, 42, 0, 0, 0, 
P0.5N2L30.form132, 45, 0, 0, 0, 
P0.5N2L30.form133, 45, 0, 0, 0, 
P0.5N2L30.form134, 48, 1, 1, 0, 
P0.5N2L30.form135, 39, 1, 0, 1, 
P0.5N2L30.form136, 30, 0, 0, 0, 
P0.5N2L30.form137, 42, 0, 0, 0, 
P0.5N2L30.form138, 39, 0, 0, 0, 
P0.5N2L30.form139, 33, 0, 0, 0, 
P0.5N2L30.form140, 36, 0, 0, 0, 
P0.5N2L30.form141, 42, 0, 0, 0, 
P0.5N2L30.form142, 39, 0, 0, 0, 
P0.5N2L30.form143, 48, 1, 0, 1, 
P0.5N2L30.form144, 39, 1, 0, 1, 
P0.5N2L30.form145, 42, 0, 0, 0, 
P0.5N2L30.form146, 48, 3, 0, 1, 
P0.5N2L30.form147, 39, 0, 0, 0, 
P0.5N2L30.form148, 42, 0, 0, 0, 
P0.5N2L30.form149, 39, 0, 0, 0, 
P0.5N2L30.form150, 45, 0, 0, 0, 
P0.5N2L30.form151, 42, 1, 1, 0, 
P0.5N2L30.form152, 45, 0, 0, 0, 
P0.5N2L30.form153, 42, 0, 0, 0, 
P0.5N2L30.form154, 45, 0, 0, 0, 
P0.5N2L30.form155, 42, 0, 0, 0, 
P0.5N2L30.form156, 42, 0, 0, 0, 
P0.5N2L30.form157, 45, 0, 0, 0, 
P0.5N2L30.form158, 48, 0, 0, 0, 
P0.5N2L30.form159, 51, 0, 0, 0, 
P0.5N2L30.form160, 39, 0, 0, 0, 
P0.5N2L30.form161, 45, 0, 0, 0, 
P0.5N2L30.form162, 42, 0, 0, 0, 
P0.5N2L30.form163, 36, 0, 0, 0, 
P0.5N2L30.form164, 42, 0, 0, 0, 
P0.5N2L30.form165, 36, 1, 0, 0, 
P0.5N2L30.form166, 45, 1, 0, 1, 
P0.5N2L30.form167, 54, 1, 0, 1, 
P0.5N2L30.form168, 39, 0, 0, 0, 
P0.5N2L30.form169, 39, 0, 0, 0, 
P0.5N2L30.form170, 45, 0, 0, 0, 
P0.5N2L30.form171, 45, 0, 0, 0, 
P0.5N2L30.form172, 39, 0, 0, 0, 
P0.5N2L30.form173, 36, 0, 0, 0, 
P0.5N2L30.form174, 36, 1, 0, 0, 
P0.5N2L30.form175, 39, 1, 0, 1, 
P0.5N2L30.form176, 39, 0, 0, 0, 
P0.5N2L30.form177, 42, 0, 0, 0, 
P0.5N2L30.form178, 45, 0, 0, 0, 
P0.5N2L30.form179, 45, 0, 0, 0, 
P0.5N2L30.form180, 39, 0, 0, 0, 
P0.5N2L30.form181, 39, 0, 0, 0, 
P0.5N2L30.form182, 42, 1, 0, 1, 
P0.5N2L30.form183, 39, 0, 0, 0, 
P0.5N2L30.form184, 39, 1, 0, 1, 
P0.5N2L30.form185, 39, 0, 0, 0, 
P0.5N2L30.form186, 36, 0, 0, 0, 
P0.5N2L30.form187, 42, 1, 0, 1, 
P0.5N2L30.form188, 54, 0, 0, 0, 
P0.5N2L30.form189, 39, 0, 0, 0, 
P0.5N2L30.form190, 39, 0, 0, 0, 
P0.5N2L30.form191, 42, 0, 0, 0, 
P0.5N2L30.form192, 42, 0, 0, 0, 
P0.5N2L30.form193, 42, 0, 0, 0, 
P0.5N2L30.form194, 39, 0, 0, 0, 
P0.5N2L30.form195, 42, 0, 0, 0, 
P0.5N2L30.form196, 51, 1, 1, 0, 
P0.5N2L30.form197, 42, 0, 0, 0, 
P0.5N2L30.form198, 51, 0, 0, 0, 
P0.5N2L30.form199, 42, 0, 0, 0, 
P0.5N2L30.form200, 45, 0, 0, 0, 
P0.5N2L30.form201, 39, 0, 0, 0, 
P0.5N2L30.form202, 39, 0, 0, 0, 
P0.5N2L30.form203, 42, 0, 0, 0, 
P0.5N2L30.form204, 36, 0, 0, 0, 
P0.5N2L30.form205, 45, 1, 0, 1, 
P0.5N2L30.form206, 45, 1, 1, 0, 
P0.5N2L30.form207, 39, 0, 0, 0, 
P0.5N2L30.form208, 51, 0, 0, 0, 
P0.5N2L30.form209, 36, 1, 0, 0, 
P0.5N2L30.form210, 36, 0, 0, 0, 
P0.5N2L30.form211, 36, 0, 0, 0, 
P0.5N2L30.form212, 48, 1, 1, 0, 
P0.5N2L30.form213, 42, 1, 0, 1, 
P0.5N2L30.form214, 39, 0, 0, 0, 
P0.5N2L30.form215, 39, 0, 0, 0, 
P0.5N2L30.form216, 42, 1, 0, 1, 
P0.5N2L30.form217, 42, 0, 0, 0, 
P0.5N2L30.form218, 39, 0, 0, 0, 
P0.5N2L30.form219, 36, 0, 0, 0, 
P0.5N2L30.form220, 39, 0, 0, 0, 
P0.5N2L30.form221, 45, 1, 0, 1, 
P0.5N2L30.form222, 36, 0, 0, 0, 
P0.5N2L30.form223, 42, 0, 0, 0, 
P0.5N2L30.form224, 39, 0, 0, 0, 
P0.5N2L30.form225, 39, 1, 1, 0, 
P0.5N2L30.form226, 45, 0, 0, 0, 
P0.5N2L30.form227, 45, 0, 0, 0, 
P0.5N2L30.form228, 36, 1, 1, 0, 
P0.5N2L30.form229, 39, 0, 0, 0, 
P0.5N2L30.form230, 48, 0, 0, 0, 
P0.5N2L30.form231, 51, 1, 0, 0, 
P0.5N2L30.form232, 39, 0, 0, 0, 
P0.5N2L30.form233, 36, 0, 0, 0, 
P0.5N2L30.form234, 45, 0, 0, 0, 
P0.5N2L30.form235, 42, 0, 0, 0, 
P0.5N2L30.form236, 36, 0, 0, 0, 
P0.5N2L30.form237, 39, 0, 0, 0, 
P0.5N2L30.form238, 39, 0, 0, 0, 
P0.5N2L30.form239, 45, 1, 0, 1, 
P0.5N2L30.form240, 42, 0, 0, 0, 
P0.5N2L30.form241, 39, 0, 0, 0, 
P0.5N2L30.form242, 45, 0, 0, 0, 
P0.5N2L30.form243, 42, 0, 0, 0, 
P0.5N2L30.form244, 45, 0, 0, 0, 
P0.5N2L30.form245, 42, 2, 0, 0, 
P0.5N2L30.form246, 39, 0, 0, 0, 
P0.5N2L30.form247, 36, 0, 0, 0, 
P0.5N2L30.form248, 45, 1, 0, 0, 
P0.5N2L30.form249, 45, 0, 0, 0, 
P0.5N2L30.form250, 36, 0, 0, 0, 
P0.5N2L30.form251, 36, 1, 0, 1, 
P0.5N2L30.form252, 39, 0, 0, 0, 
P0.5N2L30.form253, 39, 0, 0, 0, 
P0.5N2L30.form254, 42, 0, 0, 0, 
P0.5N2L30.form255, 36, 0, 0, 0, 
P0.5N2L30.form256, 54, 0, 0, 0, 
P0.5N2L30.form257, 33, 0, 0, 0, 
P0.5N2L30.form258, 39, 0, 0, 0, 
P0.5N2L30.form259, 42, 0, 0, 0, 
P0.5N2L30.form260, 36, 1, 0, 0, 
P0.5N2L30.form261, 42, 0, 0, 0, 
P0.5N2L30.form262, 39, 1, 0, 1, 
P0.5N2L30.form263, 33, 0, 0, 0, 
P0.5N2L30.form264, 42, 0, 0, 0, 
P0.5N2L30.form265, 39, 0, 0, 0, 
P0.5N2L30.form266, 42, 0, 0, 0, 
P0.5N2L30.form267, 45, 0, 0, 0, 
P0.5N2L30.form268, 42, 0, 0, 0, 
P0.5N2L30.form269, 42, 0, 0, 0, 
P0.5N2L30.form270, 45, 0, 0, 0, 
P0.5N2L30.form271, 39, 0, 0, 0, 
P0.5N2L30.form272, 39, 0, 0, 0, 
P0.5N2L30.form273, 45, 0, 0, 0, 
P0.5N2L30.form274, 39, 0, 0, 0, 
P0.5N2L30.form275, 39, 0, 0, 0, 
P0.5N2L30.form276, 42, 0, 0, 0, 
P0.5N2L30.form277, 45, 1, 0, 1, 
P0.5N2L30.form278, 39, 0, 0, 0, 
P0.5N2L30.form279, 36, 0, 0, 0, 
P0.5N2L30.form280, 54, 15, 0, 1, 
P0.5N2L30.form281, 36, 0, 0, 0, 
P0.5N2L30.form282, 33, 0, 0, 0, 
P0.5N2L30.form283, 36, 0, 0, 0, 
P0.5N2L30.form284, 36, 0, 0, 0, 
P0.5N2L30.form285, 45, 0, 0, 0, 
P0.5N2L30.form286, 33, 0, 0, 0, 
P0.5N2L30.form287, 48, 0, 0, 0, 
P0.5N2L30.form288, 48, 0, 0, 0, 
P0.5N2L30.form289, 48, 0, 0, 0, 
P0.5N2L30.form290, 42, 0, 0, 0, 
P0.5N2L30.form291, 36, 1, 0, 0, 
P0.5N2L30.form292, 45, 0, 0, 0, 
P0.5N2L30.form293, 39, 1, 0, 0, 
P0.5N2L30.form294, 39, 0, 0, 0, 
P0.5N2L30.form295, 45, 0, 0, 0, 
P0.5N2L30.form296, 45, 0, 0, 0, 
P0.5N2L30.form297, 42, 0, 0, 0, 
P0.5N2L30.form298, 42, 0, 0, 0, 
P0.5N2L30.form299, 39, 1, 0, 1, 
P0.5N2L30.form300, 39, 0, 0, 0, 
P0.5N2L30.form301, 39, 0, 0, 0, 
P0.5N2L30.form302, 36, 1, 0, 1, 
P0.5N2L30.form303, 42, 0, 0, 0, 
P0.5N2L30.form304, 36, 0, 0, 0, 
P0.5N2L30.form305, 51, 1, 0, 1, 
P0.5N2L30.form306, 39, 1, 0, 0, 
P0.5N2L30.form307, 42, 0, 0, 0, 
P0.5N2L30.form308, 39, 0, 0, 0, 
P0.5N2L30.form309, 39, 0, 0, 0, 
P0.5N2L30.form310, 39, 0, 0, 0, 
P0.5N2L30.form311, 45, 0, 0, 0, 
P0.5N2L30.form312, 39, 0, 0, 0, 
P0.5N2L30.form313, 42, 0, 0, 0, 
P0.5N2L30.form314, 39, 0, 0, 0, 
P0.5N2L30.form315, 39, 0, 0, 0, 
P0.5N2L30.form316, 39, 0, 0, 0, 
P0.5N2L30.form317, 48, 0, 0, 0, 
P0.5N2L30.form318, 36, 1, 1, 0, 
P0.5N2L30.form319, 48, 0, 0, 0, 
P0.5N2L30.form320, 39, 0, 0, 0, 
P0.5N2L30.form321, 39, 0, 0, 0, 
P0.5N2L30.form322, 36, 0, 0, 0, 
P0.5N2L30.form323, 36, 0, 0, 0, 
P0.5N2L30.form324, 42, 0, 0, 0, 
P0.5N2L30.form325, 42, 0, 0, 0, 
P0.5N2L30.form326, 51, 0, 0, 0, 
P0.5N2L30.form327, 45, 0, 0, 0, 
P0.5N2L30.form328, 36, 0, 0, 0, 
P0.5N2L30.form329, 36, 0, 0, 0, 
P0.5N2L30.form330, 42, 1, 0, 0, 
P0.5N2L30.form331, 42, 0, 0, 0, 
P0.5N2L30.form332, 33, 0, 0, 0, 
P0.5N2L30.form333, 45, 1, 0, 1, 
P0.5N2L30.form334, 36, 1, 0, 1, 
P0.5N2L30.form335, 39, 0, 0, 0, 
P0.5N2L30.form336, 48, 0, 0, 0, 
P0.5N2L30.form337, 36, 0, 0, 0, 
P0.5N2L30.form338, 33, 1, 0, 1, 
P0.5N2L30.form339, 42, 0, 0, 0, 
P0.5N2L30.form340, 42, 0, 0, 0, 
P0.5N2L30.form341, 51, 0, 0, 0, 
P0.5N2L30.form342, 42, 0, 0, 0, 
P0.5N2L30.form343, 33, 0, 0, 0, 
P0.5N2L30.form344, 39, 0, 0, 0, 
