counter_10.ltl, 303, 53, TO, false
counter_11.ltl, 336, 9, TO, false
counter_12.ltl, 371, 9, TO, false
counter_13.ltl, 408, 14, TO, false
counter_14.ltl, 447, 9, TO, false
counter_15.ltl, 488, 8, TO, false
counter_16.ltl, 531, 7, TO, false
counter_2.ltl, 111, 0, 4, false
counter_3.ltl, 128, 2, 1, false
counter_4.ltl, 147, 1, 9, false
counter_5.ltl, 168, 3, 51, false
counter_6.ltl, 191, 3, 103, false
counter_7.ltl, 216, 2, 538, false
counter_8.ltl, 243, 2, TO, false
counter_9.ltl, 272, 3, TO, false
counter_l_10.ltl, 213, 3, TO, false
counter_l_11.ltl, 227, 3, TO, false
counter_l_12.ltl, 241, 3, TO, false
counter_l_13.ltl, 255, 3, TO, false
counter_l_14.ltl, 269, 3, TO, false
counter_l_15.ltl, 283, 4, TO, false
counter_l_16.ltl, 297, 4, TO, false
counter_l_2.ltl, 101, 1, 0, false
counter_l_3.ltl, 115, 1, 1, false
counter_l_4.ltl, 129, 1, 7, false
counter_l_5.ltl, 143, 1, 23, false
counter_l_6.ltl, 157, 1, 70, false
counter_l_7.ltl, 171, 1, 320, false
counter_l_8.ltl, 185, 1, 426, false
counter_l_9.ltl, 199, 2, TO, false
lift_2.ltl, 247, 1, 1, false
lift_3.ltl, 366, 1, 8, false
lift_4.ltl, 488, 0, 42, false
lift_5.ltl, 613, 12, 316, false
lift_6.ltl, 741, 46, 1619, false
lift_7.ltl, 872, 96, TO, false
lift_8.ltl, 1006, 210, TO, false
lift_9.ltl, 1143, 750, TO, false
lift_b_2.ltl, 242, 0, 1, false
lift_b_3.ltl, 473, 0, 4, false
lift_b_4.ltl, 606, 0, 13, false
lift_b_5.ltl, 969, 0, 33, false
lift_b_6.ltl, 1147, 0, 157, false
lift_b_7.ltl, 1322, 0, 341, false
lift_b_8.ltl, 1486, 0, 689, false
lift_b_9.ltl, 2071, 0, TO, false
P0.5N2L10.form, 16, 4, 0, false
P0.5N2L10.form1, 10, 1, 0, true
P0.5N2L10.form2, 13, 5, 0, false
P0.5N2L10.form3, 16, 0, 0, false
P0.5N2L10.form4, 16, 0, 0, false
P0.5N2L10.form5, 13, 1, 0, false
P0.5N2L10.form6, 16, 0, 0, false
P0.5N2L10.form7, 13, 2, 0, false
P0.5N2L10.form8, 16, 1, 0, false
P0.5N2L10.form9, 13, 0, 0, false
P0.5N2L10.form10, 16, 1, 0, false
P0.5N2L10.form11, 16, 0, 0, false
P0.5N2L10.form12, 13, 1, 0, false
P0.5N2L10.form13, 16, 0, 0, false
P0.5N2L10.form14, 10, 1, 0, false
P0.5N2L10.form15, 10, 0, 0, false
P0.5N2L10.form16, 13, 1, 0, false
P0.5N2L10.form17, 16, 0, 0, false
P0.5N2L10.form18, 10, 1, 0, false
P0.5N2L10.form19, 16, 0, 0, false
P0.5N2L10.form20, 16, 1, 0, false
P0.5N2L10.form21, 13, 1, 0, false
P0.5N2L10.form22, 19, 2, 0, false
P0.5N2L10.form23, 13, 0, 0, false
P0.5N2L10.form24, 10, 0, 0, false
P0.5N2L10.form25, 16, 0, 1, false
P0.5N2L10.form26, 10, 0, 0, false
P0.5N2L10.form27, 19, 0, 0, false
P0.5N2L10.form28, 10, 1, 0, false
P0.5N2L10.form29, 16, 0, 0, false
P0.5N2L10.form30, 10, 0, 0, false
P0.5N2L10.form31, 13, 0, 1, false
P0.5N2L10.form32, 19, 2, 0, true
P0.5N2L10.form33, 16, 0, 0, false
P0.5N2L10.form34, 13, 0, 1, false
P0.5N2L10.form35, 13, 1, 0, false
P0.5N2L10.form36, 13, 0, 1, false
P0.5N2L10.form37, 10, 2, 0, true
P0.5N2L10.form38, 10, 0, 0, false
P0.5N2L10.form39, 16, 1, 0, false
P0.5N2L10.form40, 13, 1, 0, false
P0.5N2L10.form41, 10, 1, 0, false
P0.5N2L10.form42, 19, 1, 0, false
P0.5N2L10.form43, 13, 1, 0, false
P0.5N2L10.form44, 16, 1, 0, false
P0.5N2L10.form45, 16, 1, 0, false
P0.5N2L10.form46, 13, 0, 0, false
P0.5N2L10.form47, 10, 1, 0, false
P0.5N2L10.form48, 10, 0, 0, false
P0.5N2L10.form49, 10, 0, 0, false
P0.5N2L10.form50, 13, 3, 0, false
P0.5N2L10.form51, 16, 0, 0, false
P0.5N2L10.form52, 16, 0, 0, false
P0.5N2L10.form53, 13, 1, 0, false
P0.5N2L10.form54, 10, 0, 0, false
P0.5N2L10.form55, 16, 1, 0, false
P0.5N2L10.form56, 13, 2, 0, false
P0.5N2L10.form57, 10, 2, 0, true
P0.5N2L10.form58, 16, 1, 0, false
P0.5N2L10.form59, 16, 1, 0, false
P0.5N2L10.form60, 13, 0, 0, false
P0.5N2L10.form61, 13, 2, 1, false
P0.5N2L10.form62, 16, 1, 0, false
P0.5N2L10.form63, 13, 0, 0, false
P0.5N2L10.form64, 13, 0, 0, false
P0.5N2L10.form65, 13, 1, 0, false
P0.5N2L10.form66, 13, 0, 0, false
P0.5N2L10.form67, 13, 0, 0, false
P0.5N2L10.form68, 16, 2, 0, false
P0.5N2L10.form69, 13, 0, 0, false
P0.5N2L10.form70, 19, 0, 1, false
P0.5N2L10.form71, 16, 0, 0, false
P0.5N2L10.form72, 10, 1, 0, true
P0.5N2L10.form73, 19, 1, 1, false
P0.5N2L10.form74, 16, 0, 0, false
P0.5N2L10.form75, 13, 0, 0, false
P0.5N2L10.form76, 13, 0, 0, false
P0.5N2L10.form77, 19, 1, 0, false
P0.5N2L10.form78, 13, 1, 0, false
P0.5N2L10.form79, 10, 0, 0, false
P0.5N2L10.form80, 13, 1, 0, false
P0.5N2L10.form81, 10, 0, 0, false
P0.5N2L10.form82, 13, 1, 1, true
P0.5N2L10.form83, 19, 1, 0, false
P0.5N2L10.form84, 16, 1, 0, false
P0.5N2L10.form85, 13, 0, 0, false
P0.5N2L10.form86, 16, 0, 0, false
P0.5N2L10.form87, 10, 0, 0, false
P0.5N2L10.form88, 13, 0, 1, false
P0.5N2L10.form89, 16, 0, 0, false
P0.5N2L10.form90, 16, 0, 0, true
P0.5N2L10.form91, 10, 0, 0, false
P0.5N2L10.form92, 16, 0, 0, false
P0.5N2L10.form93, 13, 0, 0, false
P0.5N2L10.form94, 10, 1, 0, false
P0.5N2L10.form95, 19, 1, 0, false
P0.5N2L10.form96, 16, 0, 1, false
P0.5N2L10.form97, 16, 0, 1, false
P0.5N2L10.form98, 13, 0, 0, false
P0.5N2L10.form99, 13, 0, 1, false
P0.5N2L10.form100, 13, 1, 1, false
P0.5N2L10.form101, 13, 1, 0, false
P0.5N2L10.form102, 16, 0, 1, false
P0.5N2L10.form103, 13, 0, 0, false
P0.5N2L10.form104, 16, 0, 0, false
P0.5N2L10.form105, 10, 0, 0, false
P0.5N2L10.form106, 10, 0, 0, false
P0.5N2L10.form107, 10, 0, 0, false
P0.5N2L10.form108, 13, 2, 0, false
P0.5N2L10.form109, 13, 1, 0, false
P0.5N2L10.form110, 13, 1, 0, false
P0.5N2L10.form111, 10, 1, 0, false
P0.5N2L10.form112, 16, 3, 1, true
P0.5N2L10.form113, 10, 0, 0, false
P0.5N2L10.form114, 13, 0, 0, false
P0.5N2L10.form115, 16, 0, 0, false
P0.5N2L10.form116, 16, 0, 0, false
P0.5N2L10.form117, 10, 1, 0, false
P0.5N2L10.form118, 13, 1, 0, false
P0.5N2L10.form119, 10, 0, 0, false
P0.5N2L10.form120, 10, 0, 0, false
P0.5N2L10.form121, 13, 0, 0, false
P0.5N2L10.form122, 10, 0, 0, false
P0.5N2L10.form123, 10, 0, 0, false
P0.5N2L10.form124, 13, 0, 0, false
P0.5N2L10.form125, 13, 0, 1, false
P0.5N2L10.form126, 13, 0, 1, false
P0.5N2L10.form127, 16, 0, 0, false
P0.5N2L10.form128, 10, 0, 0, false
P0.5N2L10.form129, 10, 0, 0, false
P0.5N2L10.form130, 13, 0, 0, false
P0.5N2L10.form131, 13, 0, 0, false
P0.5N2L10.form132, 13, 0, 0, false
P0.5N2L10.form133, 16, 1, 0, false
P0.5N2L10.form134, 13, 1, 0, false
P0.5N2L10.form135, 16, 0, 1, false
P0.5N2L10.form136, 16, 1, 0, false
P0.5N2L10.form137, 13, 1, 0, false
P0.5N2L10.form138, 13, 0, 0, false
P0.5N2L10.form139, 16, 0, 0, false
P0.5N2L10.form140, 10, 0, 0, false
P0.5N2L10.form141, 19, 1, 1, true
P0.5N2L10.form142, 16, 0, 0, false
P0.5N2L10.form143, 13, 0, 0, false
P0.5N2L10.form144, 10, 0, 1, false
P0.5N2L10.form145, 10, 0, 0, false
P0.5N2L10.form146, 13, 1, 0, false
P0.5N2L10.form147, 10, 0, 0, false
P0.5N2L10.form148, 13, 0, 0, false
P0.5N2L10.form149, 19, 1, 0, false
P0.5N2L10.form150, 13, 0, 0, false
P0.5N2L10.form151, 13, 1, 0, false
P0.5N2L10.form152, 10, 0, 0, false
P0.5N2L10.form153, 10, 1, 0, false
P0.5N2L10.form154, 13, 1, 0, false
P0.5N2L10.form155, 13, 0, 0, false
P0.5N2L10.form156, 16, 0, 1, false
P0.5N2L10.form157, 13, 0, 0, false
P0.5N2L10.form158, 10, 0, 0, false
P0.5N2L10.form159, 16, 0, 0, false
P0.5N2L10.form160, 16, 3, 0, false
P0.5N2L10.form161, 10, 0, 0, false
P0.5N2L10.form162, 13, 0, 0, false
P0.5N2L10.form163, 10, 0, 0, false
P0.5N2L10.form164, 13, 0, 0, false
P0.5N2L10.form165, 16, 0, 0, false
P0.5N2L10.form166, 13, 0, 0, false
P0.5N2L10.form167, 13, 0, 0, false
P0.5N2L10.form168, 10, 0, 0, false
P0.5N2L10.form169, 13, 0, 0, false
P0.5N2L10.form170, 16, 1, 0, false
P0.5N2L10.form171, 10, 0, 0, false
P0.5N2L10.form172, 10, 1, 0, false
P0.5N2L10.form173, 16, 0, 0, false
P0.5N2L10.form174, 13, 5, 0, false
P0.5N2L10.form175, 16, 0, 1, true
P0.5N2L10.form176, 16, 1, 0, false
P0.5N2L10.form177, 13, 1, 0, false
P0.5N2L10.form178, 10, 1, 0, false
P0.5N2L10.form179, 13, 0, 0, false
P0.5N2L10.form180, 13, 0, 0, false
P0.5N2L10.form181, 13, 3, 0, false
