formula, size, total, solver, subsumption
P0.5N2L10.form291, 13, 1, 0, 1, 0, true
P0.5N2L10.form292, 10, 2, 0, 2, 0, true
P0.5N2L10.form293, 16, 11, 1, 6, 2, true
P0.5N2L10.form294, 16, 11, 0, 8, 0, true
P0.5N2L10.form295, 13, 3, 0, 3, 1, true
P0.5N2L10.form296, 13, 2, 0, 1, 0, true
P0.5N2L10.form297, 10, 2, 0, 2, 0, true
P0.5N2L10.form298, 16, 4, 0, 3, 0, true
P0.5N2L10.form299, 13, 7, 0, 4, 0, true
P0.5N2L10.form300, 13, 0, 0, 0, 0, true
P0.5N2L10.form301, 13, 1, 0, 1, 1, true
P0.5N2L10.form302, 16, 13, 0, 9, 1, true
P0.5N2L10.form303, 13, 1, 0, 1, 0, true
P0.5N2L10.form304, 19, 5, 0, 5, 1, true
P0.5N2L10.form305, 10, 4, 0, 4, 1, true
P0.5N2L10.form306, 16, 3, 0, 3, 0, true
P0.5N2L10.form307, 16, 3, 0, 2, 0, true
P0.5N2L10.form308, 16, 2, 0, 2, 1, true
P0.5N2L10.form309, 13, 5, 0, 3, 1, true
P0.5N2L10.form310, 13, 3, 0, 3, 1, true
P0.5N2L10.form311, 10, 1, 0, 1, 0, true
P0.5N2L10.form312, 13, 3, 0, 3, 0, true
P0.5N2L10.form313, 13, 2, 0, 2, 1, true
P0.5N2L10.form314, 16, 7, 0, 7, 1, true
P0.5N2L10.form315, 13, 6, 0, 5, 0, true
P0.5N2L10.form316, 16, 5, 0, 3, 0, true
P0.5N2L10.form317, 16, 5, 0, 5, 1, true
P0.5N2L10.form318, 13, 6, 0, 5, 2, true
P0.5N2L10.form319, 13, 4, 0, 3, 1, true
P0.5N2L10.form320, 19, 4, 0, 4, 0, true
P0.5N2L10.form321, 19, 9, 0, 7, 1, true
P0.5N2L10.form322, 19, 11, 0, 10, 1, true
P0.5N2L10.form323, 16, 4, 0, 2, 1, true
P0.5N2L10.form324, 13, 2, 0, 2, 1, true
P0.5N2L10.form325, 19, 1, 0, 1, 1, true
P0.5N2L10.form326, 10, 3, 0, 1, 1, true
P0.5N2L10.form327, 10, 2, 0, 2, 0, true
P0.5N2L10.form328, 10, 4, 0, 3, 1, true
P0.5N2L10.form329, 13, 6, 0, 4, 0, true
P0.5N2L10.form330, 10, 5, 0, 4, 1, true
P0.5N2L10.form331, 13, 1, 1, 0, 1, true
P0.5N2L10.form332, 10, 2, 0, 2, 0, true
P0.5N2L10.form333, 16, 10, 0, 6, 1, true
P0.5N2L10.form334, 13, 5, 0, 4, 0, true
P0.5N2L10.form335, 16, 4, 1, 3, 0, true
P0.5N2L10.form336, 13, 2, 0, 2, 0, true
P0.5N2L10.form337, 10, 0, 0, 0, 0, true
P0.5N2L10.form338, 19, 3, 0, 2, 1, true
P0.5N2L10.form339, 13, 10, 0, 7, 1, true
P0.5N2L10.form340, 16, 3, 1, 2, 1, true
P0.5N2L10.form341, 10, 1, 0, 1, 0, true
P0.5N2L10.form342, 13, 2, 0, 2, 0, true
P0.5N2L10.form343, 10, 1, 1, 0, 1, true
P0.5N2L10.form344, 10, 2, 0, 2, 0, true
P0.5N2L10.form345, 10, 1, 0, 1, 0, true
P0.5N2L10.form346, 16, 2, 0, 2, 0, true
P0.5N2L10.form347, 10, 2, 0, 2, 0, true
P0.5N2L10.form348, 10, 7, 0, 6, 1, true
P0.5N2L10.form349, 16, 10, 0, 8, 1, true
P0.5N2L10.form350, 10, 1, 0, 1, 0, true
P0.5N2L10.form351, 13, 2, 0, 2, 1, true
P0.5N2L10.form352, 13, 3, 0, 3, 0, true
P0.5N2L10.form353, 10, 0, 0, 0, 1, true
P0.5N2L10.form354, 13, 6, 0, 6, 0, true
P0.5N2L10.form355, 10, 2, 0, 1, 0, true
P0.5N2L10.form356, 13, 1, 0, 0, 0, true
P0.5N2L10.form357, 16, 3, 0, 2, 0, true
P0.5N2L10.form358, 10, 2, 0, 2, 0, true
P0.5N2L10.form359, 10, 2, 0, 2, 0, true
P0.5N2L10.form360, 13, 45, 0, 41, 4, true
P0.5N2L10.form361, 10, 4, 0, 4, 0, true
P0.5N2L10.form362, 13, 6, 0, 4, 1, true
P0.5N2L10.form363, 10, 5, 0, 5, 0, true
P0.5N2L10.form364, 13, 1, 0, 1, 0, true
P0.5N2L10.form365, 10, 1, 0, 1, 1, true
P0.5N2L10.form366, 13, 10, 0, 10, 1, true
P0.5N2L10.form367, 13, 4, 0, 4, 1, true
P0.5N2L10.form368, 13, 10, 0, 9, 1, true
P0.5N2L10.form369, 16, 5, 0, 5, 0, true
P0.5N2L10.form370, 10, 1, 0, 1, 0, true
P0.5N2L10.form371, 13, 3, 0, 3, 1, true
P0.5N2L10.form372, 10, 0, 0, 0, 0, true
P0.5N2L10.form373, 13, 4, 0, 4, 0, true
P0.5N2L10.form374, 19, 5, 0, 5, 0, true
P0.5N2L10.form375, 13, 2, 0, 2, 0, true
P0.5N2L10.form376, 13, 6, 0, 4, 1, true
P0.5N2L10.form377, 16, 5, 0, 5, 0, true
P0.5N2L10.form378, 10, 0, 0, 0, 0, true
P0.5N2L10.form379, 13, 3, 0, 2, 0, true
P0.5N2L10.form380, 13, 1, 0, 1, 0, true
P0.5N2L10.form381, 13, 3, 0, 3, 0, true
P0.5N2L10.form382, 16, 2, 0, 1, 1, true
P0.5N2L10.form383, 10, 2, 0, 2, 0, true
P0.5N2L10.form384, 16, 6, 1, 4, 2, true
P0.5N2L10.form385, 13, 4, 0, 2, 1, true
P0.5N2L10.form386, 13, 3, 0, 3, 1, true
P0.5N2L10.form387, 13, 3, 0, 3, 1, true
P0.5N2L10.form388, 16, 9, 0, 7, 1, true
P0.5N2L10.form389, 16, 1, 0, 1, 0, true
P0.5N2L10.form390, 19, 9, 0, 8, 0, true
P0.5N2L10.form391, 13, 2, 0, 2, 1, true
P0.5N2L10.form392, 13, 4, 0, 3, 0, true
P0.5N2L10.form393, 13, 2, 0, 2, 1, true
P0.5N2L10.form394, 10, 3, 0, 3, 0, true
P0.5N2L10.form395, 13, 2, 0, 2, 1, true
P0.5N2L10.form396, 13, 5, 0, 4, 1, true
P0.5N2L10.form397, 10, 1, 0, 1, 1, true
P0.5N2L10.form398, 19, 3, 0, 3, 1, true
P0.5N2L10.form399, 10, 1, 0, 1, 1, true
P0.5N2L10.form400, 16, 4, 0, 4, 1, true
P0.5N2L10.form401, 13, 1, 0, 1, 0, true
P0.5N2L10.form402, 13, 3, 0, 3, 0, true
P0.5N2L10.form403, 16, 2, 0, 2, 0, true
P0.5N2L10.form404, 16, 5, 0, 5, 0, true
P0.5N2L10.form405, 16, 6, 1, 3, 1, true
P0.5N2L10.form406, 10, 1, 0, 1, 1, true
P0.5N2L10.form407, 13, 2, 0, 2, 1, true
P0.5N2L10.form408, 16, 6, 0, 6, 1, true
P0.5N2L10.form409, 13, 4, 0, 4, 1, true
P0.5N2L10.form410, 13, 16, 1, 14, 1, true
P0.5N2L10.form411, 13, 2, 0, 1, 1, true
P0.5N2L10.form412, 13, 1, 0, 1, 0, true
P0.5N2L10.form413, 10, 3, 0, 3, 1, true
P0.5N2L10.form414, 13, 3, 0, 3, 1, true
P0.5N2L10.form415, 10, 1, 0, 1, 1, true
P0.5N2L10.form416, 16, 4, 0, 3, 0, true
P0.5N2L10.form417, 13, 0, 0, 0, 0, true
P0.5N2L10.form418, 13, 5, 0, 4, 1, true
P0.5N2L10.form419, 13, 3, 0, 2, 1, true
P0.5N2L10.form420, 13, 4, 0, 4, 0, true
P0.5N2L10.form421, 13, 4, 0, 4, 0, true
P0.5N2L10.form422, 13, 2, 0, 2, 1, true
P0.5N2L10.form423, 16, 3, 0, 3, 0, true
P0.5N2L10.form424, 16, 3, 0, 3, 0, true
P0.5N2L10.form425, 13, 3, 0, 1, 1, true
P0.5N2L10.form426, 10, 5, 0, 3, 1, true
P0.5N2L10.form427, 10, 1, 0, 1, 1, true
P0.5N2L10.form428, 19, 8, 0, 5, 0, true
P0.5N2L10.form429, 10, 3, 1, 2, 1, true
P0.5N2L10.form430, 16, 5, 0, 5, 0, true
